67,0795
66,8605
66,9167
67,1920
67,0820
66,7617
66,4438
66,3309
66,3634
66,5499
66,3318
66,0016
65,9170
65,9300
66,3412
66,0987
65,3577
65,6601
65,5859
65,5691
65,6686
66,0199
66,0628
65,6517
65,7147
65,6783
66,5429
